liste Clients Mag
Code Libre;Nom;CP Fact;Ville Fact;Téléphone Fact;Commentaire
C00000002649;DIGITAL LEAGUE;42000;SAINT ETIENNE;;
C00000002034;DIGUE DON DAINE;42240;CALOIRE;;
C00000003008;DIMENSIONS STORES;42000;SAINT-ETIENNE;;
C0366;DIPSAO PRODUCTION;63100;Clermont-ferrand;473369095;
C00000000976;DIRECT O PRODUCTION;6100;NICE;04 92 09 13 27;
C0367;DIRECTION DES AFFAIRES CULTURELLES;42605;Montbrison cedex;;
C0851;DIRECTION DES PELERINAGES;42030;SAINT ETIENNE CEDEX;;
C00000002124;DIRECTION DU PATRIMOINE ET DES MOYENS GENERAUX;42100;SAINT-ETIENNE;;
C00000001201;Direction territoriale de la protection judiciare de la jeune de la loire;42000;SAINT-ETIENNE;04 77 49 22 66;
C00000001394;DISCOTHÈQUE L ATRIUM;42800;CIVENS;;
C00000001028;DISCOTHEQUE LA BAMBA;42600;MAGNEUX HTE RIVE;;
C00000001557;DISCOTHEQUE LE CARRÉ CLUB;42530;ST GENEST LERPT;04 77 37 39 60;
C00000001007;DISCOTHEQUE LE REX;42100;SAINT-ETIENNE;;
C00000001947;DISCOTHEQUE LE SUNSHINE;26000;VALENCE;475780606;
C00000002455;DISKOVER;26120;MONTELIER;;
C00000001398;DISLA Fabrice;34370;CAZOULS LES BEZIERS;;
C00000003009;DISTRI SCENE;13290;AIX EN PROVENCE;442241725;
C00000003202;DISTRICT DE LA LOIRE DE FOOTBALL;42270;SAINT PRIEST EN JAREZ;;
C00000000982;DIVAN PRODUCTION;59000;LILLE;320333070;
C00000002428;divers;;;;
C00000001122;DIVERSITE;42100;SAINT-ETIENNE;;
C0068;DIVERSITE / DUB INC;42000;SAINT ETIENNE;;
C00000001877;DIVINES FANTAISIES;69520;GRIGNY;;
C00000001705;DJELLALI Djamel;;;;
C00000002839;DJM SONORISATION;43000;LE PUT EN VELAY;;
C0877;DJON ELEC;42320;LA GRAND CROIX;06 3125 90 25;
C0866;DJON4ELEC;42320;LA GRAND CROIX;;
C00000002726;DL DECIBEL;38150;CHANAS;;
C00000003293;DOMAINE DE LA SAUVAGEONNE;13460;SAINTES MARIE DE LA MER;;
C00000002217;DOMAINE DE VILLEROY;42600;CHAMPDIEU;;
C0857;DOMINGOS;76000;LE HAVRE;;
C00000003070;DOMINICI Albert;;;;
C00000001324;DOMINO HABITAT;42390;VILLARS;04 77 74 09 17;
C0384;DOMINO PROD;42100;Saint Etienne;;
C0066;DONI DONI;42000;ST ETIENNE ;;
C00000001081;DPF CONSEIL;42140;CHAELLES SUR LYON;04 77 61 26 40;
C00000001094;DROLE DE FEMMES;63000;CLERMONT FERRAND;;
C00000003322;DROMI'S;69680;CHASSIEU;;
C00000002817;DSO Evènementiel;69780;SAINT PIERRE DE CHANDIEU;;
C0386;DTS-DANIEL TANIERE SPECTACLE;2101;SAINT QUENTIN;323627673;
C00000001348;DU COTÉ DES ÉTOILES;;;;
C00000002027;DUAL CONCEPT;69883;MEYZIEU CEDEX;;
C00000001366;DUBOIS Claude;;QUEBEC;4502274054;
C00000001775;DUBREUIL Benjamin;42550;APINAC;;
C00000001859;DUCLUT ET FILS;1570;SEILLENS;;
C00000002009;DUMENE André;42800;GENILAC;477754099;
C00000000985;DUPIN Christophe;90000;BELFORT;;
C00000002694;DUR ET DOUX;69002;LYON;;
C00000001200;DURON;;;;
C0048;DUSHOW;6640;ST JEANNET;492124545;
C00000002171;DUSHOW Paris;95700;ROISSY EN FRANCE;134382525;
C00000002168;DUSHOW TOULOUSE;31140;SAINT ALBAN;561246246;
C00000001826;DUSHOW VITROLLES;13127;VITROLLES;04 42 02 38 80;
C00000001287;DUVERGER Laurence;;;;
C00000003021;DYNAM CONTACT;42610;SAINT ROMAIN LE PUY;;
C00000001715;DYPTIK;42100;SAINT ETIENNE;; <> <> <> 
C0209;E-FUSE;42230;ROCHE LA MOLIERE;632518501;
C00000002720;E-LIGHT;38100;GRENOBLE;428270127;
C00000002439;E.E.P.U LES VERNES ELEMENTAIRES RIVE DE GIER;42800;RIVE DE GIER;;
C0387;EAIP;42610;ST ROMAIN LE PUY ;477766262;
C00000001861;EARL LA FERME DE BEAUCHAMP;42110;CLEPPE;;
C00000001556;EBS LE RELAIS 42;42410;PELUSSIN;474532054;
C00000002791;ECHANGES FRANCOPHONES;69390;VERNAISON;;
C00000002059;ECHO DU VIGNOBLE;69430;QUINCIE EN BEAUJOLAIS;;
C00000001457;ECOLE CENTRALE DE LYON USE ECL;69134;ECULLY CEDEX;472186000;
C00000002457;ECOLE DE CEDRE/DES TILLEULS;42170;ST JUST ST RAMBERT;;
C00000002986;ECOLE DE CIRQUE DE LYON;69005;LYON;;
C0684;ECOLE DE DANSE;69560;SAINTE COLOMBE;474783999;
C00000003285;Ecole de Danse de l AFR;42660;SAINT GENEST MALIFAUX;;
C00000001516;ECOLE DE DANSE JOËLLE MÉRIEUX;42000;SAINT-ETIENNE;04 77 32 45 79;
C00000002661;ECOLE DE DANSE/STUDIO PATRICIA MARTIN;42000;SAINT ETIENNE;;
C00000001581;ECOLE DE LA COMEDIE DE ST ETIENNE;42048;SAINT-ETIENNE;;
C00000001615;ECOLE DE LA COMEDIE DE ST ETIENNE;42048;SAINT-ETIENNE;477251414;
C0389;ECOLE DE MUSIQUE DE RIVE DE GIER;42800;RIVE DE GIER;477758964;
C00000001235;Ecole de musique de Saint Chamond;42400;SAINT CHAMOND;;
C00000001783;ECOLE DE MUSIQUE DE VEAUCHE;42340;VEAUCHE;;
C00000001040;ECOLE DE MUSIQUE DOREMI;42530;ST GENEST LERPT;04 77 90 17 94;
C0392;ECOLE DE MUSIQUE DU CENTRE VILLE;42000;ST ETIENNE ;477250347;
C00000002292;ECOLE DE MUSIQUE DU CENTRE VILLE;42000;ST ETIENNE;477250347;
C0390;ECOLE DES BEAUX ARTS;42100;SAINT ETIENNE;;
C0391;ECOLE DES MINES LA ROTONDE;42023;SAINT ETIENNE CEDEX 2;;
C00000001735;Ecole elementaire de Fauriel;42100;SAINT-ETIENNE;;
C00000002106;Ecole Intercommunale de Musiques et Danses des Marche du Velay;43600;SAINTE SIGOLENE;;
C00000002340;ECOLE NAT. SUP. D'ARCHITEC. DE ST-ETIENNE;42003;SAINT ETIENNE;477423553;
C00000002943;Ecole Notre Dame de St Genest Lerpt;42530;ST GENEST LERPT;477909215;
C00000002937;ECOLE PRIMAIRE DE LA GALOCHE;42740;LA TERRASSE-SUR-DORLAY;477709924;
C00000003118;ECOLE PRIMAIRE ST-PAUL EN CORNILLON;42240;SAINT-PAUL EN CORNILLON;477357080;
C00000002889;ECOLE PRIVÉ DE MONTAUD;42000;SAINT-ETIENNE;;
C0394;ECOLE PRIVÉE MIXTE COTE CHAUDE;42000;SAINT-ETIENNE;;
C00000001817;ECOLE PUBLIQUE DES OLLIERES;42580;L'ETRAT;;
C00000002148;ECOLE ST JOSEPH;42500;LE CHAMBON FEUGEROLLOES;477610221;
C00000003029;ECOLE ST JOSEPH-LA TALAUDIERE;42650;ST-JAN BONNEFONDS;;
C0388;ECOLE STE MARIE;42002;SAINT-ETIENNE;477331400;
C0820;ECOLE SUPERIEURE DE COMMERCE;42009;SAINT ETIENNE CEDEX 2;477496345;
C0396;ECOLE VICTOR HUGO;42800;RIVE DE GIER;;
C0395;ECOLES DE ST JEAN SOLEYMIEUX;42560;SAINT JEAN SOLEYMIEUX;;
C0873;ECSEL;42000;SAINT-ETIENNE;;
C00000002195;EDITION CIRTA;75019;PARIS;;
C0930;EDITION PILEM;75000;PARIS;;
C00000002589;EDMC;42000;SAINT ETIENNE;;
C00000002399;EDUCATION NATIONALE;42600;MONTBRISON;;
C00000002226;EFFET MIROIR;13100;AIX EN PROVENCE;;
C0397;EGPS PRODUCTION;42000;SAINT-ETIENNE;;
C00000002146;EIFFAGE CONSTRUCTION - GCI travaux spéciaux;73000;CHAMBERY;279264400;
C00000001539;EIFFAGE ENERGIE;69516;VAUX EN VELIN;04 72 14 42 24;
C00000002291;EINA;42100;SAINT ETIENNE;;
C00000002813;EK ARTS;42830;SAINT-PRIEST LA PRUNE;;
C00000001641;EKAMBI Stéphane;42830;ST PRIEST LA PRUGNE;427768263;
C0153;EKLEKZIK;42100;SAINT ETIENNE;632517661;
C00000002218;EL MAMOUNI Naïma;42150;LA RICAMARIE;;
C00000002586;ELAN SPORT;42580;L ETRAT;;
C00000002594;ELDORADO Association;11150;BRAM;;
C0398;ELDORADO COMPAGNIE;69300;CALUIRE;;
C0399;ELECSON;42290;SORBIERS;477011040;
C00000003044;ELECTRO-M;;;;
C00000003030;ELITHIS GROUPE;21000;DIJON;380435202;
C0401;ELVACOM;69007;LYON;478580442;
C0402;ELYSA PRODUCTION;75000;Paris;;
C0797;EMI/VIRGIN FRANCE;92133;ISSY-LES MOULINEAUX CEDEX;146292020;
C00000003312;EMOTIONS GROUPE;42000;ST-ETIENNE;;
C0062;EN AVANT;;;;
C0058;EN ROOTS POUR LA JOIE;42330;ST GALMIER ;477525699;
C00000001544;EN SCENE ETC;42100;SAINT-ETIENNE;;
C00000001998;ENEDIS;42000;SAINT ETIENNE;;
C00000002449;ENERGIC ANIMATIONS;30300;BEAUCAIRE;;
C0854;ENSEMBLE HARMONIQUE;42152;L'HORME;;
C00000002247;ENSEMBLE HARMONIQUE BOURG ARGENTAL;42220;BOUR ARGENTAL;;
C00000002193;Ensemble MARKET Communication;69000;LYON;;
C0403;ENSEMBLE ORCHESTRAL;42800;RIVE DE GIER;477758964;
C00000002919;Ensemble Orchestral Comtemporain de St Etienne;42013;SAINT-ETIENNE CEDEX2;477125563;
C00000002203;Ensemble Orchestral Contemporain;69201;LYON CEDEX 01;472109040;
C00000002958;Ensemble scolaire LA SALLE;42030;SAINT ETIENNE CEDEX;;
C00000001747;Ensemble SYLF;42100;SAINT-ETIENNE;;
C00000003320;ENSEMBLE TELEMANN;42000;SAINT-ETIENNE;;
C00000001176;ENSEMBLE VOCAL D ANDREZIEUX-BOUTHEON;42160;ANDREZIEUX-BOUTHEON;;
C00000002931;ENTENTE BOULISTE BOULODROME DES UNCHATS;42170;ST JUST ST RAMBERT;;
C00000001745;ENTENTE TELETHON;42800;LE CHAMBON-FEUGEROLLES;;
C00000002253;ENTRACTES ORGANISATIONS;64000;BAYONNE;559592379;
C00000003234;ENTREPRISE DU FUTUR;;;;
C0404;EOC;69001;LYON CEDEX  01;;
C00000002055;EOCK'N'PATATE;42340;VEAUCHETTE;;
C00000001020;EPALLE THEATRE;42100;SAINT-ETIENNE;;
C00000001269;EPCC CITÉ DU DESIGN;42000;SAINT-ETIENNE;;
C00000001562;EPIC COURCHEVEL TOURISME;73122;COURCHEVEL CEDEX;479080029;
C0405;EPIGONES;75011;PARIS;;
C0171;EPIS DORES;42100;SAINT ETIENNE;;
C00000002419;EQUALIS;69170;TARARE;;
C0406;EQUINOXE PRODUCTIONS;42000;Saint Etienne;477371021;
C0407;EQUIPASSION 42;42110;JAS;608018960;
C00000002593;ERCO Lumieres;75007;PARIS;144778475;
C00000002385;ERELEC INDUSTRIE;42720;POUILLY SOUS CHARLIEU;;
C00000001733;ERIC DUNY BIJOUTERIE;42100;SAINT-ETIENNE;04 77 43 44 00;
C00000001561;ESDT;69630;CHAPONOST;;
C0123;ESF ETOILE SPORTIF DE FRAISSE;42490;FRAISSES;;
C00000002915;ESIL;78711;MENTHE LA VILLE;;
C00000002023;ESL;34970;LATTES;04 99 13 28 28;
C00000001373;ESPACE ALFRED SISLEY;42100;SAINT-ETIENNE;;
C0126;ESPACE ASSOCIATIF CANTONAL;73210;Maine;;
C0408;ESPACE BORIS VIAN;42000;SAINT ETIENNE;477410726;
C0874;ESPACE CULTUREL DU CHATEAU;42230;ROCHE LA MOLIERE;477504783;
C00000002137;ESPACE DANSE;43000;LE PUY EN VELAY;;
C00000001171;ESPACE GRAND-BO;74450;LE GRAND BORNAND;;
C00000001770;ESPACE JEUNESSE MUNICIPAL ST GALMIER;42330;SAINT GALMIER;477541361;
C00000001425;ESPACE MJ SECURITÉ;34130;ST AUNES;;
C00000001116;Espace Pablo Neruda;42400;SAINT-CHAMOND;;
C0884;ESPACE PIECES AUTOS DISCOUNT;42000;SAINT-ETIENNE;;
C00000001885;ESPERLUETTE THEATRE;69004;LYON;;
C00000002538;ESTER Réseau d entreprises;42000;SAINT ETIENNE;;
C00000001272;ETH BUSINESS C;42270;SAINT-PRIEST EN JAREZ;;
C00000002654;ETOILE EN PANNE;42400;SAINT-CHAMOND;;
C00000003319;Etoile sportive Fosséenne;13270;FOS SUR MER;;
C0409;ETOILE THEATRE;42100;SAINT ETIENNE;477333744;
C0410;ETS LAURENT;42029;SAINT ETIENNE;477494905;
C00000001865;ETUDE DE MAITRE BROSSAT;42000;SAINT-ETIENNE;;
C00000002535;ETUDE PORTUGAISE DE LA FACULTE;42023 SAIN;;477421700;
C0107;ETUDIANTS DE L'ISTASE;42023;Saint-Etienne;678306732;
C00000001648;EUPOCA SARL;57100;THIONVILLE;;
C00000002545;EURECAH;42350;LA TALAUDIERE;477317271;
C00000001140;EUREXPO;69686;CHASSIEU CEDEX;04 72 22 31 33;
C0912;EURL LE PARISIANNA;42240;SAINT PAUL EN CORNILLON;;
C0911;EURL LE TRIANON;42100;SAINT_ETIENNE;;
C0872;EURL LES ETANGS;42210;UNIAS;;
C0913;EURL MAJ FINANCE;42240;SAINT PAUL EN CORNILLON;;
C00000002913;EURL S. RAKOTO;59552;COURCHELETTES;;
C00000001956;EURO SONO;69540;IRIGNY;472445028;
C00000003093;EUROAPI Comite D'entreprise VERTOLAYE;63480;VERTOLAYE;;
C00000001053;EUROMUSE;21000;DIJON;03 80 30 61 00;
C0412;EUROPA ORGANISATION;31015;TOULOUSE CEDEX 6;534452645;
C00000001504;EUROPAVOX;63100;CLERMONT-FERRAND;;
C00000002257;EUROPODIUM;67190;GRESSWILLER;388487788;
C00000002859;EUROSCENE;3260;SAINT GERMAIN DES FOSSES;;
C0413;EUROSTARS PRODUCTION;38100;GRENOBLE;;
C0414;EUX;69007;LYON ;477333989;
C00000001875;EVAB;42160;ANDREZIEUX-BOUTHEON;04 77 36 57 65;
C00000002408;EVASION;34230;PAULHAN;467094567;
C00000002122;EVE Y DANCE;42000;SAINT-ETIENNE;;
C00000002955;EVENCO;42160;ANDREZIEUX-BOUTHEON;;
C0829;EVENEMENT SCENE ORGANISATION;38200;VIENNE;;
C00000002893;EVENTS ARTISTIC;69003;LYON;;
C00000001168;EVENTS CONSULTING;93210; LA PLAINE SAINT DENIS;158695148;
C00000003105;EWILONA PROD;1000;BRUXELLES;950942756;
C0133;F P PRODUCTION;42000;SAINT ETIENNE;;
C00000001517;F PRODUCTIONS;31000;TOULOUSE;;
C00000001771;F.J.E.P;7360;SAINT MICHEL DE CHABRILLANOUX;;
C0980;F.S.E. ALBERT THOMAS;42300;ROANNE;;
C00000002127;2,00 F;42100;SAINT-ETIENNE;;
C00000002714;F2F MUSIC;75012;PARIS;;
C0416;FA MUSIQUE;69680;CHASSIEU;478790398;
C00000001222;FABULOUS&CIE;75018;PARIS;;
C00000002102;FACE B;42000;SAINT-ETIENNE;;
C0933;FACULTE A.L.L DEPART.MUSIQUE;42023;SAINT-ETIENNE;04 77 42 16 61;
C00000002631;FAM PRODUCTIONS;;;608151157;
C0415;FAME;42100;ST ETIENNE ;;
C00000001356;FAMILIARE Renaud;;;;
C00000002899;FAMILY CINEMA;42170;ST JUST ST RAMBERT;;
C0086;FARE;42110;FEURS;477274970;
C00000001296;FARIDA DANCE;42100;SAINT-ETIENNE;;
C00000002664;FARISSON LUCAS;;;;
C0417;FASCAPS;42000;SAINT ETIENNE;477430424;
C00000000987;FASCEN;67319;WASSELONNE;;
C00000002434;FASILA;42340;VEAUCHETTE;;
C00000001095;FAURE Francis;42410;PAVEZIN;;
C0419;FAURE Pascal ;42660;ST GENEST MALIFAUX;687991965;
C00000002156;FAURE Thierry;;;;
C0949;FAURIE AUVERGNE;63000;;;
C00000002030;FAUROUX DAVID;43000;LE PUY EN VELAY;;
C0420;FAYOLLE Grégory;42570;SAINT HEAND;04 77 30 49 46;
C00000001049;FAYOT Sylvain;42155;POUILLY LES NONAINS;;
C00000001964;FAZZ & Co;42170;SAINT JUST SAINT RAMBERT;;
C0421;FAZZARI Louis;69300;CALUIRE;607754474;
C00000002623;FC2;92413;COURBEVOIE CEDEX;;
C00000002458;FCPE ECOLE JAURES ROUSSEAU;42500;LE CHAMBON FEUGEROLLES;;
C0422;FED. DES CENTRES SOC. DE LA LOIRE;42100;Saint Etienne;477337160;
C0947;FEDERATION AUTISME 42;42600;MONTBRISON;;
C00000002351;FEDERATION DES SOCIETES MUSICALES DE LA LOIRE;42000;SAINT-ETIENNE;;
C00000001836;FEDERATION DU BTP 43;43000;LE PUY EN VELAY;;
C00000001456;FEDERATION FRANÇAISE DE SCRABBLE;13011;MARSEILLE;04 77 80 09 25;
C00000001712;FEDERATION UMP LOIRE;42100;SAINT-ETIENNE;;
C0104;FEEDBACK;42600;CHAMPDIEU;671106600;
C00000001374;FER METAUX;42000;SAINT-ETIENNE;;
C00000001209;FERLAY Emilie;42800;SAINT JOSEPH;;
C00000001041;FERNANDEZ Nicolas;42400;SAINT CHAMOND;;
C00000001181;FESSY BERENGERE;42000;SAINT-ETIENNE;;
C0200;FEST IN LANTRI;43260;Lantriac;682301535;
C00000001776;FESTI'ROCHE;43200;YSSINGEAUX;;
C00000001813;FESTI'ROCHE;42230;ROCHE LA MOLIERE;;
C00000003098;FESTI'VAL D'OLT Ass rudeboy crew;48190;MONT LOZERE ET GOULET;;
C00000001932;FESTIVAK DES CULTURES;;;;
C00000000972;"FESTIVAL ""LECTURE SOUS LES ARBRES""";7320;DEVESSET;;
C0424;FESTIVAL AMENE TOI;50000;COUTENSE;668790699;
C00000002478;FESTIVAL AU CHADRON MAGIQUE;43150;CHADRON;471095093;
C00000003090;FESTIVAL BUENA ONDA ;43320;SANSSAC-L EGLISE;;
C00000002202;Festival de Cinéma Europeen des ARC;73700;BOURG ST MAURICE;;
C00000001609;FESTIVAL DE COUNTRY;43000;CRAPONNE SUR ARZON;;
C0426;FESTIVAL DES 7 COLLINES;42100;Saint Etienne;;
C00000002233;FESTIVAL DES CUIVRES ;43150;LE MONASTIER SUR GAZEILLE;950002334;
C00000001782;FESTIVAL DEZING;1630;ST GENIS DE POUILLY;;
C00000002632;FESTIVAL DU FOREZ;42300;ROANNE;;
C00000001620;FESTIVAL ETE INDIEN;42160;ANDREZIEUX BOUTHEON;;
C00000001256;Festival EUROPAVOX;63100;CLERMONT-FERRAND;01 71 19 73 30;
C00000001864;FESTIVAL FACE A FACE;42000;SAINT ETIENNE;;
C00000003057;Festival La Seyne Classic Au Rock Festival ;;LA SEYNE SUR MER ;;
C00000003192;Festival LE GRAND BASTRINGUE;71250;CLUNY;;
C00000001757;FESTIVAL LES MONTS DE LA BALLE;42600;VERRIERES EN FOREZ;;
C00000002559;FESTIVAL SAOÛ CHANTE MOZART;26200;SAOU;;
C00000001829;FESTIVAL TRANSFORMATEUR;42520;VERANNE;;
C00000002468;FETICHE PRODUCTION;93400;SAINT OUEN;;
C1016;FFD SONO;42152;LHORME;;
C0848;FGDESGIN;42000;SAINT ETIENNE;;
C0429;FICA PROD;69005;LYON;478374030;
C00000002825;FIESTA PRODUCTION;7200;LABEGUDE;;
C00000002483;FILIERIS;30100;ALES;466542378;
C00000002698;FILS DE CREA;69002;LYON;;
C0430;FITNESS +;42100;SAINT ETIENNE;477474500;
C0431;FJEP METARE DANSE ;42010;ST ETIENNE ;;
C00000002577;FL STRUCTURE;67850;OFFENDORF;;
C0432;FLANDIN Christian ;42650;SAINT JEAN DE BONNEFONDS ;477950253;
C00000002872;FLASPOINT EVENTS;75011;PARIS;185347038;
C0433;FLECHE PRODUCTION;75009;PARIS ;140559091;ZIZOU 06 11 15 25 26
C00000002974;FLEURET Pascal;42680;SAINT MARCELLIN EN FOREZ;;
C0434;FNAC SA;91323;WISSOUS CEDEX;472404923;
C00000002531;FOI ET LUMIERE ST ETIENNE;42100;SAINT-ETIENNE;;
C00000002909;FOIRE DE CHALON EN CHAMPAGNE;51000;CHALONS-EN-CHAMPAGNE;;
C00000001479;FOIRE DU DAUPHINE;26101;ROMANS CEDEX;04 75 02 00 06;
C0876;FONDS SOCIAL JUIF UNIFIÉ;75005;PARIS;;
C00000001329;FOOTBALL CLUB DE LEZIGNEUX;42600;LEZIGNEUX;;
C00000002515;FOOTBALL CLUB ROCHE ST GENEST;42230;ROCHE LA MOLIERE;477900434;
C00000001148;FORD SPORT GARAGE;42100;SAINT-ETIENNE;;
C00000002668;FOREZ ACADEMY;42130;BOEN SUR LIGNON;;
C00000002929;FOREZ BENNES;42600;CHAMPDIEU;;
C00000002741;FOREZ COLORS;42600;MONTBRISON;;
C0076;FOREZ LIVE;42600;MONTBRISON ;;
C00000002797;FOREZ TRUCKS;42660;CHAMPDIEU;;
C0139;FOREZ WESTERN;42600;CHALIN LE COMPTAL;;
C0351;FORMA MOTO;26500;Bourg les valence;;
C0437;FORUM ESPACE CULTURE;42000;SAINT-ETIENNE;;
C0844;FOURNIER Philippe;43390;TENCE;;
C00000001173;FOURNIER-JUNCKER René;13111;COUDOUX;;
C0657;FOUVET Richard;43;SAINT SIGOLENE;;
C00000002286;FOX SLV;13160;CHATEAURENARD;;
C0446;FOYE JULES VALLES;42000;Saint Etienne;;
C0438;FOYER RURAL DE CHAMBLES;42170;CHAMBLES;;
C0439;FOYER RURAL INTER COMMUNAL;26170;ST AUBAN/LOUVEZE;672874680;
C00000001501;FRACKASS;42170;ST JUST ST RAMBERT;;
C00000002337;FRANCE 3 AUVERGNE / RHONE ALPES;69003;LYON;478146239;
C00000001724;FRANCE BLEU ST ETIENNE LOIRE;42000;SAINT-ETIENNE CEDEX 1;477520808;
C00000001846;FRANCE CONCERT;94700;MAISONS-ALFORT;01 43 75 79 76;
C00000002587;FRANCE TELEVISIONS;76000;ROUEN;;
C00000002983;FRANCK ALCARAS MEDIA;83120;SAINTE-MAXIME;;
C0441;FRANCOM;;Villeurbanne;;
C0166;FREE MOMES;43110;AUREC SUR LOIRE;679214811;
C0443;FREESON;3120;le breuil;470990790;
C00000001655;FREH FARID;42100;SAINT-ETIENNE;;
C00000002101;FRENCH KISS EVENT;;;;
C01027;FREYSSENET Ulrich;43600;STE SIGOLENE;669594207;
C0444;FSCF;75011;PARIS;;
C0445;FSCF 2002;42600;PRECIEUX ;609632032;
C00000001177;FULL FORCE PRODUCTION;75019;PARIS;;
C00000002968;FUN ROCK&WORK;26100;ROMANS SUR ISERE;;
C0122;FWD;7170;LUSSAS;;
C0448;FZB001;;;386758805;
C00000002013;G-PROD;84200;CARPENTRAS;;
C0455;G.B.P. PRODUCTION ;42540;ST JUST LA PENDUE ;477635199;
C0461;G.M PRODUCTION;31000;TOULOUSE;563741247;
C0856;G.P.S.;42390;VILLARS;;
C0907;G'DIODES;42000;SAINT-ETIENNE;04 77 93 77 25;
C00000002907;G2B PROD;43700;BRIVES CHARENSAC;;
C00000001672;GAASM FETE DE LA FORGE;42800;SAINT MARTIN LA PLAINE;;
C0449;GADEM PRODUCTION;6270;VILLENEUVE LOUBET;;
C00000001276;GADET Olivier;12200;VILLEFRANCHE DE ROUERGUE;;
C00000001280;GAELIS;69622;VILLEURBANNE CEDEX;;
C0117;GAG GONNERIE;69590;69590;;
C0204;GAGA JAZZ;42000;SAINT ETIENNE;;
C00000001107;GALAXIE MOTO;42390;VILLARS;04 77 74 50 50;
C0919;GAMM Musique et Danse;42600;MONTBRISON;;
C00000003180;GANDIN Dominique;42600;MONTBRISON;;
C0453;GARAGE BENMELEH;42000;Saint Etienne;;
C0440;Garage FRAISSE;42390;VILLARS;477923010;
C00000001106;GARBY François;43110;AUREC SUR LOIRE;;
C00000002231;GARE DU MIDI;64200;BIARRITZ;;
C0926;GARRIGUE Florian;38200;VIENNE;;
C00000001381;GASTALLE Julien;42800;RIVE DE GIER;;
C00000003254;GASTREIN Christophe;42000;SAINT-ETIENNE;;
C0454;GATTE NICOLAS;42680;ST MARCELLIN EN FOREZ ;477528901;
C00000002309;GB CLUB;42000;SAINT ETIENNE;;
C00000003244;GBP PRODUCTION;42250;ST JUST LA PENDUE;477635199;
C00000001781;GDB COMPAGNY;75015;PARIS;;
C00000001551;GEAR SOURCE EUROPE;;KENT, DA14 5EF;;
C00000003033;GENARO Produxtion;75468;PARIS CEDEX10;;
C0253;GENDARMERIE NATIONALE;20260;CALVI;;
C00000001429;GENERATION MOULINSTOCK;38110;SAINT VICTOR DE CESSIEU;;
C0456;GENERATION PROD;21000;DIJON;380637435;
C0883;GENERATION RESERVOIR;75011;PARIS;;
C0457;GENNY ANTHEA EVENNEMENT;42100;SAINT ETIENNE;671823013;
C00000001453;GENSSE Frédéric;42100;ST ETIENNE;06 08 76 55 67;
C00000001697;GEORGIA PRODUCTION;6400;PEILLE;;
C00000001828;GEORJON Pascal;42000;ST ETIENNE;;
C0903;GERACI DISTRIBUTION;42000;SAINT-ETIENNE;;
C00000001123;GERENTES;43700;ST GERMAIN LAPRADE;;
C0458;GFC CONSTRUCTION;69676;BRON CEDEX;472811818;
C0635;GILBERT COULLIER PRODUCTION;75017;PARIS;140687979;
C00000001604;Gilles SERVY;42501;LE CHAMBON FEUGEROLLES;;
C00000002267;GIMENEZ Franck;42100;ST ETIENNE;;
C0927;GINGER PRODUCTION;80000;AMIENS;;
C00000003270;Gino;;;;
C00000001960;GIO;;;;
C00000003081;GIRARD Juliette;42000;SAINT ETIENNE;;
C0459;GL EVENTS AUDIO VISUAL;69530;BRIGNAIS;472315407;ENVOI PAR COURRIER AVEC BC
C0460;GL PRODUCTIONS;75008;PARIS;146478943;
C0840;GOEPP maurice;42000;SAINT ETIENNE;;
C00000003210;GOETZMANN Matthéo;;;;
C00000002495;GONDINET  Sylvain;42600;SAVIGNEUX;;
C0061;GONG;63260;AUBIAT;473976021;
C00000002935;GOOD MORNING PEOPLE;69007;LYON;;
C00000002296;GOUNON;42230;ROCHE LA MOLIERE;477331506;
C0463;GOUROUNASSE JO;42240;UNIEUX;477567157;
C1035;GOUTTENOIRE Dominique;69690;BRULLIOLES;;
C00000003084;GRA MUSIC GROUP;33000;BORDEAUX;;
C00000002987;GRAFFITY;69380;LOZANNE;;
C00000003196;GRAFITTY;69380;LOZANNE;;
C0875;GRAIN DE SABLE;59554;RAILLENCOURT ST OLLE;;
C00000001399;GRAIN DE SABLE PRODUCTION;42600;LEZIGNEUX;;
C00000002991;GRAND BUREAU;69004;LYON;769380306;
C00000001159;GRANGE Damien;;;;
C00000001215;GRAP'N'ROLL;43140;SAINT DIDIER EN VELAY;;
C0466;GRCHE AMOR;42480;LA FOUILLOUSE;;
C00000003085;GREEN ANGELS;;;;
C00000003268;GREEN LAB STUDIO;42100;SAINT ETIENNE;;
C00000002020;GREEN PISTES RECORDS;43230;PAULHAGUET;;
C00000001759;GREEN SHOW;;;;
C00000003126;GREENE DREAM;75011;PARIS;;
C00000001753;GRENAC Nicolas;;;;
C00000001472;GRIM EDIF;69007;LYON;04 72 76 80 60;
C00000002143;GRIMONPREZ Ives;;;;
C00000001459;GRINON PATRICK;;;;
C00000002353;GRINTA FILMS;42000;SAINT-ETIENNE;;
C00000001227;Grollet cyril;42660;PLANFOY;;
C00000001145;GROOV'OX PRODUCTION;42800;ST JOSEPH;;
C00000002896;GROUPE DES 20;69007;LYON;;
C0809;Groupe ESC;42009;SAINT-ETIENNE CEDEX 2;04 77 49 24 50;
C00000002407;groupe LPMS;75015;PARIS;;
C00000002644;Groupe Scolaire CHAMPAGNAT- STE THERESE;69210;L'ARBRESLE;;
